last_changed,entity_id,state
2024-07-28 10:30:00,sensor.fimer_inverter_dc_power,3030
2024-07-28 10:45:00,sensor.fimer_inverter_dc_power,3120
2024-07-28 11:00:00,sensor.fimer_inverter_dc_power,3180
2024-07-28 11:15:00,sensor.fimer_inverter_dc_power,3230
2024-07-28 11:30:00,sensor.fimer_inverter_dc_power,3310
2024-07-28 11:45:00,sensor.fimer_inverter_dc_power,3310
2024-07-28 12:00:00,sensor.fimer_inverter_dc_power,3350
2024-07-28 12:15:00,sensor.fimer_inverter_dc_power,3360
2024-07-28 12:30:00,sensor.fimer_inverter_dc_power,3430
2024-07-28 12:45:00,sensor.fimer_inverter_dc_power,3430
2024-07-28 13:00:00,sensor.fimer_inverter_dc_power,3410
2024-07-28 13:15:00,sensor.fimer_inverter_dc_power,3370
2024-07-28 13:30:00,sensor.fimer_inverter_dc_power,3320
2024-07-28 13:45:00,sensor.fimer_inverter_dc_power,3310
2024-07-28 14:00:00,sensor.fimer_inverter_dc_power,3190
2024-07-28 14:15:00,sensor.fimer_inverter_dc_power,3090
2024-07-28 14:30:00,sensor.fimer_inverter_dc_power,2980
2024-07-28 14:45:00,sensor.fimer_inverter_dc_power,2890
2024-07-28 15:00:00,sensor.fimer_inverter_dc_power,2780
2024-07-28 15:15:00,sensor.fimer_inverter_dc_power,2640
2024-07-28 15:30:00,sensor.fimer_inverter_dc_power,2500
2024-07-28 15:45:00,sensor.fimer_inverter_dc_power,2320
2024-07-28 16:00:00,sensor.fimer_inverter_dc_power,2160
2024-07-28 16:15:00,sensor.fimer_inverter_dc_power,1990
2024-07-28 16:30:00,sensor.fimer_inverter_dc_power,1800
2024-07-28 16:45:00,sensor.fimer_inverter_dc_power,1600
2024-07-28 17:00:00,sensor.fimer_inverter_dc_power,1400
2024-07-28 17:15:00,sensor.fimer_inverter_dc_power,1190
2024-07-28 17:30:00,sensor.fimer_inverter_dc_power,1000
2024-07-28 17:45:00,sensor.fimer_inverter_dc_power,790
2024-07-28 18:00:00,sensor.fimer_inverter_dc_power,600
2024-07-28 18:15:00,sensor.fimer_inverter_dc_power,430
2024-07-28 18:30:00,sensor.fimer_inverter_dc_power,290
2024-07-28 18:45:00,sensor.fimer_inverter_dc_power,200
2024-07-28 19:00:00,sensor.fimer_inverter_dc_power,150
2024-07-28 19:15:00,sensor.fimer_inverter_dc_power,120
2024-07-28 19:30:00,sensor.fimer_inverter_dc_power,70
2024-07-28 19:45:00,sensor.fimer_inverter_dc_power,40
2024-07-29 00:30:00,sensor.fimer_inverter_dc_power,unavailable
2024-07-29 06:00:00,sensor.fimer_inverter_dc_power,40
2024-07-29 06:15:00,sensor.fimer_inverter_dc_power,80
2024-07-29 06:30:00,sensor.fimer_inverter_dc_power,120
2024-07-29 06:45:00,sensor.fimer_inverter_dc_power,170
2024-07-29 07:00:00,sensor.fimer_inverter_dc_power,290
2024-07-29 07:15:00,sensor.fimer_inverter_dc_power,450
2024-07-29 07:30:00,sensor.fimer_inverter_dc_power,470
2024-07-29 07:45:00,sensor.fimer_inverter_dc_power,930
2024-07-29 08:00:00,sensor.fimer_inverter_dc_power,1280
2024-07-29 08:15:00,sensor.fimer_inverter_dc_power,1490
2024-07-29 08:30:00,sensor.fimer_inverter_dc_power,1690
2024-07-29 08:45:00,sensor.fimer_inverter_dc_power,1880
2024-07-29 09:00:00,sensor.fimer_inverter_dc_power,2070
2024-07-29 09:15:00,sensor.fimer_inverter_dc_power,2240
2024-07-29 09:30:00,sensor.fimer_inverter_dc_power,2430
2024-07-29 09:45:00,sensor.fimer_inverter_dc_power,2560
2024-07-29 10:00:00,sensor.fimer_inverter_dc_power,2680
2024-07-29 10:15:00,sensor.fimer_inverter_dc_power,2780
2024-07-29 10:30:00,sensor.fimer_inverter_dc_power,2900
2024-07-29 10:45:00,sensor.fimer_inverter_dc_power,3010
2024-07-29 11:00:00,sensor.fimer_inverter_dc_power,3070
2024-07-29 11:15:00,sensor.fimer_inverter_dc_power,3150
2024-07-29 11:30:00,sensor.fimer_inverter_dc_power,3190
2024-07-29 11:45:00,sensor.fimer_inverter_dc_power,3220
2024-07-29 12:00:00,sensor.fimer_inverter_dc_power,3260
2024-07-29 12:15:00,sensor.fimer_inverter_dc_power,3320
2024-07-29 12:30:00,sensor.fimer_inverter_dc_power,3280
2024-07-29 12:45:00,sensor.fimer_inverter_dc_power,3290
2024-07-29 13:00:00,sensor.fimer_inverter_dc_power,3280
2024-07-29 13:15:00,sensor.fimer_inverter_dc_power,3260
2024-07-29 13:30:00,sensor.fimer_inverter_dc_power,3230
2024-07-29 13:45:00,sensor.fimer_inverter_dc_power,3150
2024-07-29 14:00:00,sensor.fimer_inverter_dc_power,3090
2024-07-29 14:15:00,sensor.fimer_inverter_dc_power,3020
2024-07-29 14:30:00,sensor.fimer_inverter_dc_power,2850
2024-07-29 14:45:00,sensor.fimer_inverter_dc_power,2740
2024-07-29 15:00:00,sensor.fimer_inverter_dc_power,2670
2024-07-29 15:15:00,sensor.fimer_inverter_dc_power,2470
2024-07-29 15:30:00,sensor.fimer_inverter_dc_power,2410
2024-07-29 15:45:00,sensor.fimer_inverter_dc_power,2260
2024-07-29 16:00:00,sensor.fimer_inverter_dc_power,2070
2024-07-29 16:15:00,sensor.fimer_inverter_dc_power,1920
2024-07-29 16:30:00,sensor.fimer_inverter_dc_power,1740
2024-07-29 16:45:00,sensor.fimer_inverter_dc_power,1560
2024-07-29 17:00:00,sensor.fimer_inverter_dc_power,1350
2024-07-29 17:15:00,sensor.fimer_inverter_dc_power,1170
2024-07-29 17:30:00,sensor.fimer_inverter_dc_power,960
2024-07-29 17:45:00,sensor.fimer_inverter_dc_power,770
2024-07-29 18:00:00,sensor.fimer_inverter_dc_power,580
2024-07-29 18:15:00,sensor.fimer_inverter_dc_power,420
2024-07-29 18:30:00,sensor.fimer_inverter_dc_power,280
2024-07-29 18:45:00,sensor.fimer_inverter_dc_power,unavailable
2024-07-29 19:00:00,sensor.fimer_inverter_dc_power,150
2024-07-29 19:15:00,sensor.fimer_inverter_dc_power,110
2024-07-29 19:30:00,sensor.fimer_inverter_dc_power,70
2024-07-29 19:45:00,sensor.fimer_inverter_dc_power,40
2024-07-30 00:30:00,sensor.fimer_inverter_dc_power,unavailable
2024-07-30 06:00:00,sensor.fimer_inverter_dc_power,30
2024-07-30 06:15:00,sensor.fimer_inverter_dc_power,70
2024-07-30 06:30:00,sensor.fimer_inverter_dc_power,110
2024-07-30 06:45:00,sensor.fimer_inverter_dc_power,150
2024-07-30 07:00:00,sensor.fimer_inverter_dc_power,260
2024-07-30 07:15:00,sensor.fimer_inverter_dc_power,390
2024-07-30 07:30:00,sensor.fimer_inverter_dc_power,470
2024-07-30 07:45:00,sensor.fimer_inverter_dc_power,850
2024-07-30 08:00:00,sensor.fimer_inverter_dc_power,1290
2024-07-30 08:15:00,sensor.fimer_inverter_dc_power,1510
2024-07-30 08:30:00,sensor.fimer_inverter_dc_power,1710
2024-07-30 08:45:00,sensor.fimer_inverter_dc_power,1930
2024-07-30 09:00:00,sensor.fimer_inverter_dc_power,2130
2024-07-30 09:15:00,sensor.fimer_inverter_dc_power,2270
2024-07-30 09:30:00,sensor.fimer_inverter_dc_power,2450
2024-07-30 09:45:00,sensor.fimer_inverter_dc_power,2610
2024-07-30 10:00:00,sensor.fimer_inverter_dc_power,2790
2024-07-30 10:15:00,sensor.fimer_inverter_dc_power,2910
2024-07-30 10:30:00,sensor.fimer_inverter_dc_power,3020
2024-07-30 10:45:00,sensor.fimer_inverter_dc_power,3140
2024-07-30 11:00:00,sensor.fimer_inverter_dc_power,3250
2024-07-30 11:15:00,sensor.fimer_inverter_dc_power,3280
2024-07-30 11:30:00,sensor.fimer_inverter_dc_power,3350
2024-07-30 11:45:00,sensor.fimer_inverter_dc_power,3360
2024-07-30 12:00:00,sensor.fimer_inverter_dc_power,3370
2024-07-30 12:15:00,sensor.fimer_inverter_dc_power,3440
2024-07-30 12:30:00,sensor.fimer_inverter_dc_power,3450
2024-07-30 12:45:00,sensor.fimer_inverter_dc_power,3440
2024-07-30 13:00:00,sensor.fimer_inverter_dc_power,3450
2024-07-30 13:15:00,sensor.fimer_inverter_dc_power,3380
2024-07-30 13:30:00,sensor.fimer_inverter_dc_power,3380
2024-07-30 13:45:00,sensor.fimer_inverter_dc_power,3300
2024-07-30 14:00:00,sensor.fimer_inverter_dc_power,3270
2024-07-30 14:15:00,sensor.fimer_inverter_dc_power,3130
2024-07-30 14:30:00,sensor.fimer_inverter_dc_power,3090
2024-07-30 14:45:00,sensor.fimer_inverter_dc_power,2950
2024-07-30 15:00:00,sensor.fimer_inverter_dc_power,2830
2024-07-30 15:15:00,sensor.fimer_inverter_dc_power,2650
2024-07-30 15:30:00,sensor.fimer_inverter_dc_power,2560
2024-07-30 15:45:00,sensor.fimer_inverter_dc_power,2420
2024-07-30 16:00:00,sensor.fimer_inverter_dc_power,2260
2024-07-30 16:15:00,sensor.fimer_inverter_dc_power,2080
2024-07-30 16:30:00,sensor.fimer_inverter_dc_power,1870
2024-07-30 16:45:00,sensor.fimer_inverter_dc_power,1680
2024-07-30 17:00:00,sensor.fimer_inverter_dc_power,1470
2024-07-30 17:15:00,sensor.fimer_inverter_dc_power,1250
2024-07-30 17:30:00,sensor.fimer_inverter_dc_power,1040
2024-07-30 17:45:00,sensor.fimer_inverter_dc_power,810
2024-07-30 18:00:00,sensor.fimer_inverter_dc_power,600
2024-07-30 18:15:00,sensor.fimer_inverter_dc_power,410
2024-07-30 18:30:00,sensor.fimer_inverter_dc_power,260
2024-07-30 18:45:00,sensor.fimer_inverter_dc_power,170
2024-07-30 19:00:00,sensor.fimer_inverter_dc_power,140
2024-07-30 19:15:00,sensor.fimer_inverter_dc_power,100
2024-07-30 19:30:00,sensor.fimer_inverter_dc_power,60
2024-07-30 19:45:00,sensor.fimer_inverter_dc_power,30
2024-07-31 00:30:00,sensor.fimer_inverter_dc_power,unavailable
2024-07-31 06:00:00,sensor.fimer_inverter_dc_power,20
2024-07-31 06:15:00,sensor.fimer_inverter_dc_power,60
2024-07-31 06:30:00,sensor.fimer_inverter_dc_power,90
2024-07-31 06:45:00,sensor.fimer_inverter_dc_power,120
2024-07-31 07:00:00,sensor.fimer_inverter_dc_power,unavailable
2024-07-31 07:15:00,sensor.fimer_inverter_dc_power,350
2024-07-31 07:30:00,sensor.fimer_inverter_dc_power,430
2024-07-31 07:45:00,sensor.fimer_inverter_dc_power,940
2024-07-31 08:00:00,sensor.fimer_inverter_dc_power,1370
2024-07-31 08:15:00,sensor.fimer_inverter_dc_power,1570
2024-07-31 08:30:00,sensor.fimer_inverter_dc_power,1770
2024-07-31 08:45:00,sensor.fimer_inverter_dc_power,1990
2024-07-31 09:00:00,sensor.fimer_inverter_dc_power,2170
2024-07-31 09:15:00,sensor.fimer_inverter_dc_power,2330
2024-07-31 09:30:00,sensor.fimer_inverter_dc_power,2480
2024-07-31 09:45:00,sensor.fimer_inverter_dc_power,2630
2024-07-31 10:00:00,sensor.fimer_inverter_dc_power,2760
