date,temperature_2m_max,temperature_2m_min
2025-02-14 00:00:00+00:00,15.617499,10.2675
2025-02-15 00:00:00+00:00,14.0675,11.2175
2025-02-16 00:00:00+00:00,13.9675,10.5675
2025-02-17 00:00:00+00:00,14.0675,9.2675
2025-02-18 00:00:00+00:00,13.405001,7.2549996
2025-02-19 00:00:00+00:00,13.405001,6.6549997
