predicted,true
756.7417756001076,747.4999997204636
87.4395160021391,85.00000051326882
642.4161595444178,650.0000000259345
839.353484224573,834.9999992292038
550.1239270388131,545.0000016454969
288.22811415437906,297.50000043710395
160.45306148811804,157.50000013985772
130.49699515108534,127.49999924675178
180.51534645576157,177.49999889690417
764.7293238553254,757.5000003464554
609.7976802004423,617.4999998278678
33.90530920465979,35.00000043579171
697.4757645972236,699.999999960471
711.3642777625811,712.5000010108399
520.2128178776669,514.9999998351195
285.60382568660987,282.50000073332166
783.2479951011393,775.0000018121452
763.285653290313,757.5000004806335
197.65277471186815,197.49999896045122
849.2505551055118,840.0000005820735
683.4079798003456,687.4999994636779
54.790341091869784,62.500000614412876
839.3039590605748,837.5000001708171
644.6811680885721,652.4999989020639
21.336334641880068,24.999998337597333
631.5757699492835,639.9999988810395
805.5637864056564,797.4999997426983
821.5598094965071,814.9999998794895
826.1356661365932,820.0000000117383
660.7369585261221,667.5000020402844
243.94062393797756,240.00000113871445
142.87642796085095,145.00000011802982
24.137611761361995,27.500000643179533
644.8177091330928,652.499999850705
729.1954005888392,727.4999998958843
760.5522003775984,755.0000000784531
820.5948259133133,812.5000002092621
827.2846603790612,825.000000527703
654.9581943027096,662.4999986608237
539.4258916916243,542.4999987196489
882.6332260821183,877.5000006652064
142.63961743321187,137.50000005974337
727.0919698399802,725.0000003162658
807.882950646443,799.9999999523758
647.5419228599851,655.0000005527932
493.57657919227614,492.4999996324975
18.18689874090885,20.000000705686823
838.3407946965716,830.0000002730457
823.9997118508292,815.0000004719172
642.9551322301511,649.9999999895448
139.16088752132364,137.49999872065447
714.4964602933512,714.9999994353157
748.8433445396722,745.0000021186559
851.5534830133539,855.0000006864044
645.2515242088178,652.4999998496496
492.01056954030827,489.9999984168793
354.3205116249606,347.5000010082915
661.1105334938347,667.4999997035582
792.8081228813554,785.0000008626175
740.8209431653477,740.0000001170953
481.76173836506905,480.00000075243224
15.141865048943211,7.499999505975752
390.6511346357088,387.49999963705466
622.4144222116364,630.0000010811124
830.9095425722033,827.4999998752685
770.1349237883313,762.4999990086657
644.6811680814595,652.5000008345966
503.4513596365212,502.5000008913022
254.56249033551248,249.99999993022217
461.0991820611903,459.9999999031737
737.7168104942401,734.9999990761005
802.7953491092353,794.9999993212018
514.2209014528978,517.499999159606
553.6326528832884,559.9999989959841
825.7572079799303,819.9999997956788
821.7449041212117,814.9999991728314
16.805948244328512,17.499998345186995
694.4846648667445,697.4999986198802
820.5948258913768,812.4999983768432
841.1403377062175,837.4999994368053
15.420091629032079,12.50000024210329
23.33050466003684,22.50000008803779
860.0241900127443,852.5000008111186
188.2202183771449,187.50000045142596
555.998217967972,562.5000000723521
867.9862306218456,877.4999990627837
288.22811411598246,297.5000007750127
318.6832531800328,315.0000001701257
118.86674288311184,112.50000104189019
130.49699517623978,127.499999370627
419.5655091474175,419.9999993137036
727.0919699349994,724.9999996171996
820.211265016125,814.9999978721268
764.729323917391,757.5000018688467
403.34753388631054,399.9999997051564
838.3407947329274,830.0000005852379
31.466847576526234,40.00000030156794
522.50238880844,530.0000014651195
714.4964602598374,715.0000006388987
842.4113343729455,844.9999998315055
808.5331346823525,802.5000006576239
645.2515241540925,652.4999998432608
576.8134763985516,580.0000001800031
394.4172474666367,390.0000021954367
688.7185028580793,692.4999977666673
856.5012438626576,847.4999989061841
861.1344635032403,852.5000005454066
354.67619194509547,347.50000058614546
30.833761196868853,37.49999947471003
247.67713847675404,242.49999969774586
390.6511344211037,387.49999917574786
838.4363817642233,832.5000004012572
254.562490333688,250.00000051169624
763.3395758556265,757.5000011019813
787.7043886817996,780.0000000620195
832.2446460245378,827.4999999551762
847.7450121907342,852.5000006917296
122.70320647292266,117.49999971125646
373.25912695877923,372.49999918957974
660.7369585369723,667.5000022141184
341.2292533791502,337.5000005819449
10.99902506948929,7.500000215039361
34.59845755992191,37.50000054549981
97.4932627928035,97.50000012615914
122.50735166681686,117.49999959644198
481.7977419863773,482.5000011337222
841.1403379696818,837.5000003571768
852.4560013568229,859.9999989571344
11.460273788393934,5.0000010432771615
817.3755274114809,809.9999995333814
859.5233640420482,852.5000013605854
756.7417753638514,747.5000007178265
193.82984807082528,195.00000069655212
118.07104985173325,119.99999935241839
373.04460007561863,375.0000010090458
550.1239269974038,544.9999999206352
337.0176073181627,330.0000007626913
180.51534638336707,177.49999942969134
460.8218674516508,462.49999999995237
580.4761774527412,589.9999996592461
677.8863157123101,682.5000012469087
609.797680164084,617.4999983040886
493.57657906413647,492.5000003456563
12.854788643621532,9.99999965020392
244.32521695918658,240.00000027251275
669.2829088596519,675.0000013070799
780.3107106727157,772.499999186711
793.6657683723857,784.9999984179135
199.6447474140191,199.99999917441608
221.12630360339827,217.50000010693384
26.341504384062294,32.500000491386174
580.8517225022548,587.5000013145954
733.9760395869902,732.5000008262895
745.9154633217091,742.5000004012245
849.2505551143065,840.0000003368121
865.8772133176064,857.5000013119795
861.134463467625,852.4999992198449
622.4144222724751,630.0000004850316
839.922763346098,837.5000008355128
403.0651236468346,400.00000140555096
254.56249033759568,249.9999992473944
198.38674534042164,197.4999973844798
21.33633468412334,24.99999989083303
117.58421432025507,112.5000000052057
852.7194272838302,857.49999845083
851.8903092023144,857.4999997481266
830.9362910809648,829.9999999140576
18.356835033983714,20.000000701964144
122.70320682842656,117.50000044584911
422.2938538530239,422.49999993450643
727.0751660499336,724.9999983213401
760.0268570319483,755.0000010329949
243.9406239216935,239.99999828006642
16.805948228256675,17.500000374223873
760.5522003975726,754.9999990342607
854.9213784315954,859.9999994886239
855.4636743214625,862.5000007749575
26.481337946550905,30.000000462384712
497.4159886108562,497.4999997154989
839.6574122019214,832.4999989691333
206.61758151556893,214.99999980205524
756.7417750420349,747.4999996062625
188.2202184771739,187.49999943721045
37.990030690882755,42.49999912523632
642.4161595442931,649.9999996321984
288.22811404352086,297.49999954856224
80.25869815869581,74.99999811426798
503.6583792237048,507.500000847243
580.4761774216853,589.9999997361231
837.3621796439271,832.5000001430011
707.1601919266252,707.4999990731969
151.75844327236447,154.99999943724205
429.92398186563327,427.4999994090464
721.1069948444667,720.0000008003925
838.3407947142495,830.0000000005155
798.8897372391887,789.9999989709985
595.8664503430383,602.4999995458516
445.2511124839343,439.9999982093247
645.2515242452961,652.5000018774259
492.01056964936134,489.9999978777622
197.65277447680896,197.49999841221074
62.994522397401546,72.50000030379007
661.110533484418,667.4999996524
688.7185028988289,692.5000006268251
614.9129476932998,619.9999999203789
553.7606552583701,557.5000002335524
397.38113566456053,392.49999997256134
15.141864680592377,7.500000138340862
498.17165163683995,497.4999991575317
550.5997222878365,552.4999999949789
838.4363819569948,832.4999990876892
857.8847087524492,857.5000005981817
644.6811681144762,652.5000006355067
568.8649967421075,574.9999995055952
21.336334674879403,25.000000812994617
550.8524944330562,554.9999990845907
838.4664843156429,837.5000016029866
852.7194274111256,857.4999995661298
847.745011465274,852.5000011971263
780.6218123444778,772.5000000673999
724.5288353691677,722.5000001081207
691.9800813317877,695.0000002888025
499.1799482904955,497.49999995268587
404.18420774488555,399.9999998287171
197.24191463069067,197.49999999193707
514.220901175564,517.5000001334931
692.4770262893791,694.9999996179831
97.49326353150036,97.4999985710039
122.50735203399674,117.49999905315734
694.4846648551044,697.5000008167556
827.2846606184655,824.9999991502316
565.4718613296982,564.9999998782243
321.5286998395962,312.5000016368814
265.8007669590712,260.0000002773068
19.541369861078003,22.499999488345015
239.0242408682554,234.99999816501966
413.4586226012851,414.9999997345174
899.9884162692563,897.5000007425427
884.5721294425115,879.9999996862182
125.20766817783041,117.50000103793147
15.23238258740391,12.500000138069462
785.9223462516497,780.0000008215387
102.82957910364757,97.50000052961948
57.788097238950954,52.499999264897745
677.8863157286459,682.4999999721158
249.37502449801437,244.99999938010086
12.854788389013978,10.000001253235755
70.5674813841444,72.49999989932617
793.6657683627797,785.0000000102511
823.9997116964978,815.0000000913248
674.5656438465912,679.9999997093039
642.9551322210232,649.9999995366016
14.770204916352846,9.99999954369039
31.466847551131313,39.99999951695864
432.604103293993,435.0000011081203
823.3208920036997,817.4999984299724
842.4113342099389,845.0000001963189
249.90591189114326,245.0000010472093
16.751976193677603,10.0000004571341
32.37871458167261,39.99999975647583
62.99452278680776,72.4999993989504
445.8372964934084,442.4999996637829
146.43846778460033,152.5000001989199
19.356885467627936,17.499999105864323
454.7973172236064,452.5000007822982
830.9095428270023,827.5000001624958
686.1617982849012,690.000000541189
21.336334620473366,24.99999972654575
277.69383999619305,272.499999209957
663.5953884274279,670.0000008357158
774.9995093586917,767.4999992171703
805.5637863174811,797.4999981485516
821.744904056185,814.9999980236644
559.5354741157249,564.9999996556243
436.17187824417965,434.9999988654891
760.5522005404977,754.999999507318
654.9581943334101,662.5000007126769
565.4718612558671,565.0000000299251
375.9677938288591,367.4999990833645
265.8007670853262,260.00000060863664
86.53339041224623,87.49999949627114
594.129540649151,602.4999988104274
817.3755274319542,809.9999987220154
839.6574121638868,832.5000008393187
882.9903879787798,877.4999993795956
27.34591275875603,32.499998798616055
422.0555538585743,422.50000163071013
785.9223463684004,780.0000005067767
27.11572030354439,19.99999915786372
80.25869865658395,75.0000007173294
580.476177465129,589.999999835299
766.3461166161438,760.0000006566914
813.9997525384587,807.4999984553715
775.4281012309624,767.500002987506
493.5765791793322,492.5000007966085
203.549407957958,202.4999991820974
721.1069948336167,720.0000018964996
780.3107106686658,772.500001133902
793.6657683649867,785.0000000535975
742.9018827136155,737.500000371291
139.16088769150565,137.49999776558823
580.6626025391505,589.9999998724668
819.6776707533535,812.5000007036233
827.1375179148461,825.0000005999877
645.2515243624085,652.5000002731938
616.8143368208041,624.9999989974542
688.7185029247838,692.4999996750139
851.0819104934008,842.5000015457114
740.8209431929272,739.9999996419801
713.3555603266343,715.0000004875914
535.0217652223707,534.9999989624349
397.381135577157,392.50000134835796
354.6761919036329,347.5000000530577
54.79034090599653,62.49999886667666
97.72041566344207,102.50000214270804
129.41857573231823,127.5000023971943
589.5551559746685,594.9999990126486
306.10862843045174,299.99999989595136
19.51371982068225,17.499999663769774
700.3992085587641,702.5000011096703
830.8520742322437,827.4999997636805
838.466484591067,837.5000010506072
304.5039215768954,297.49999891394634
18.35683488628942,20.0000005312729
468.7581410826816,470.00000007602273
795.9049723535427,787.4999985002047
805.5637863774261,797.4999998910357
481.79774216183023,482.4999993155616
852.4560020079848,860.0000005505592
823.013503026414,817.4999995508807
780.5985069129342,772.5000028465565
523.3936965010503,519.9999996933673
23.330504802021448,22.500000216614445
839.6574121934103,832.5000003861055
899.9884162521298,897.5000002379113
193.94203496450865,184.99999909738887
884.5721294216378,880.000000875911
154.8344581901559,147.50000040032376
15.232382727761882,12.499999406916286
370.4429747946989,369.99999907025136
800.9832069788522,794.999999366166
373.04459995059136,374.9999994715461
188.84330073707224,189.9999999885501
102.82957884378844,97.5000014535442
27.115719852631393,20.000000638738197
503.65837881891184,507.5000006662099
655.8572463481211,662.500000647217
698.1478750617471,699.9999999611977
807.8829505793292,800.0000007349444
306.22976999125035,299.9999998766477
669.2829088598011,674.9999981892671
780.3107106559228,772.4999998238824
793.6657683734361,785.0000001884542
806.4145525564966,797.4999995928505
806.5480027327746,797.4999989773779
260.7711598998632,257.4999984631903
14.770204909663416,9.99999901209029
22.29516451868779,24.999999427477317
285.60382582646395,282.49999908339
748.843344636567,745.0000022819696
645.2515243166839,652.500001691995
576.8134759154331,580.0000020638298
32.378714793312916,40.00000038226823
247.4038737654815,242.50000066330867
832.0094222929563,822.5000005520474
865.8772133145405,857.4999998556865
813.9319723348508,804.9999997662909
857.8847090563135,857.5000018153372
537.853293739889,539.9999987455461
254.56249033377063,250.00000108069253
804.7903122688316,797.5000007937155
144.17325674676013,149.99999981127164
235.8977477524727,232.5000001057454
553.6326527965372,560.0000017436721
812.3896667905434,804.9999994558009
779.4137506110351,772.5000018462973
760.0268570255229,754.9999998905656
600.7917207160554,605.000000440827
201.66774649434146,202.49999898693773
347.3409166330963,342.50000123716495
860.0241900252064,852.5000003521752
899.9884162460036,897.4999994000111
209.55487473067666,207.50000068990371
27.34591265255815,32.50000132574569
765.615729640042,760.0000013195792
829.3860383637078,820.0000002587054
322.67507690724153,324.99999970574135
90.56903386126976,84.99999983646654
19.408428019762184,10.000000604434112
766.3461166327542,760.0000009670509
817.9326413744811,810.0000006997215
807.8829505529994,800.0000008537174
151.7584432612112,154.99999948620538
33.905308825392,35.000001098115426
519.0488894063309,519.9999998096208
669.2829088600354,675.0000005157112
518.1011293396431,514.999999665798
312.40614723251804,305.00000040242105
